order_id,customer_id,order_date,status,region_code
ORD00053,CUST0121,24-06-2026,SHIPPED,EU-W
ORD00054,CUST0076,2026-05-20 15:33:43,RETURNED,APAC-N
ORD00055,CUST0331,2025-12-05 14:29:43,PLACED,APAC-S
ORD00056,CUST0322,2026-03-31 15:50:43,RETURNED,US-W
ORD00057,CUST0324,2025-04-17 08:51:43,DELIVERED,US-E
ORD00058,CUST0375,2026-04-15 22:30:43,RETURNED,EU-W
ORD00059,CUST0492,2026-06-07 02:42:43,SHIPPED,US-W
ORD00060,CUST0247,2025-07-30 06:33:43,CANCELLED,EU-W
ORD00061,CUST0410,2026-05-15 06:57:43,SHIPPED,APAC-S
ORD00062,CUST0249,2026-06-06 16:22:43,CANCELLED,US-W
ORD00063,CUST0234,2025-09-17 16:18:43,CANCELLED,APAC-N
ORD00064,CUST0167,2026-06-02 14:45:43,DELIVERED,APAC-S
ORD00065,CUST0089,2025-05-02 06:09:43,CANCELLED,EU-W
ORD00066,CUST0178,2026-03-17 13:54:43,PLACED,EU-W
ORD00067,CUST0543,2026-05-28 02:24:43,DELIVERED,EU-W
ORD00068,CUST0415,14-03-2026,DELIVERED,EU-W
ORD00069,CUST0395,2025-10-25 19:43:43,CANCELLED,US-E
ORD00070,CUST0238,2025-11-02 04:35:43,PLACED,APAC-S
ORD00071,CUST0214,2026-01-10 07:39:43,DELIVERED,APAC-N
ORD00072,CUST0332,2025-06-28 18:43:43,SHIPPED,EU-W
ORD00073,CUST0170,2026-04-08 04:15:43,RETURNED,US-E
ORD00074,CUST0205,2025-05-12 06:08:43,RETURNED,US-W
ORD00075,CUST0355,2025-11-22 11:38:43,RETURNED,APAC-N
ORD00076,CUST0513,2026-05-13 17:14:43,PLACED,EU-W
ORD00077,CUST0015,2026-01-05 11:05:43,PLACED,US-E
ORD00078,CUST0467,2025-10-29 02:43:43,SHIPPED,APAC-S
ORD00079,CUST0373,2026-03-03 00:15:43,PLACED,US-E
ORD00080,CUST0299,21-10-2025,PLACED,US-E
ORD00081,CUST0074,2025-11-07 03:51:43,RETURNED,US-E
ORD00082,,2025-06-09 01:20:43,SHIPPED,APAC-N
ORD00083,CUST0277,2025-05-26 23:34:43,CANCELLED,US-W
ORD00084,CUST0279,2025-05-19 09:52:43,CANCELLED,APAC-N
ORD00085,CUST0487,2025-03-20 05:49:43,CANCELLED,APAC-S
ORD00086,CUST0316,2025-07-11 03:58:43,DELIVERED,US-W
ORD00087,,2026-02-26 19:32:43,SHIPPED,EU-W
ORD00088,CUST0463,19-09-2025,CANCELLED,US-E
ORD00089,CUST0485,29-04-2026,RETURNED,APAC-S
ORD00090,CUST0142,2025-10-01 10:58:43,PLACED,APAC-S
ORD00091,CUST0204,2025-10-09 13:22:43,RETURNED,US-E
ORD00092,CUST0055,2025-09-29 02:02:43,DELIVERED,EU-W
ORD00093,CUST0291,2026-06-03 11:07:43,DELIVERED,APAC-S
ORD00094,CUST0005,2026-04-09 23:52:43,RETURNED,EU-W
ORD00095,CUST0163,07-10-2025,PLACED,APAC-S
ORD00096,CUST0337,2025-10-03 02:57:43,SHIPPED,APAC-N
ORD00097,CUST0243,06-11-2025,CANCELLED,EU-W
ORD00098,CUST0400,2026-06-03 12:19:43,CANCELLED,APAC-N
ORD00099,CUST0369,2025-03-29 14:12:43,PLACED,APAC-S
ORD00100,CUST0235,2025-02-27 21:04:43,SHIPPED,US-W
ORD00101,CUST0056,2026-02-03 08:51:43,SHIPPED,APAC-N
ORD00102,CUST0421,2026-03-24 04:15:43,DELIVERED,EU-W
ORD00103,CUST0066,2025-02-22 22:47:43,RETURNED,APAC-S
ORD00104,CUST0044,2025-07-30 06:40:43,RETURNED,US-W
ORD00105,CUST0044,2026-04-17 09:11:43,CANCELLED,US-W
ORD00106,CUST0221,2026-05-18 17:28:43,RETURNED,US-E
ORD00107,CUST0226,2025-04-04 18:13:43,RETURNED,US-E
ORD00108,CUST0206,2025-05-17 05:51:43,SHIPPED,US-E
ORD00109,CUST0461,2025-03-19 11:44:43,PLACED,US-W
ORD00110,CUST0530,2025-11-18 09:07:43,CANCELLED,APAC-S
ORD00111,CUST0150,2025-06-02 19:05:43,CANCELLED,APAC-N
ORD00112,CUST0092,2026-05-11 00:55:43,RETURNED,US-W
ORD00113,CUST0375,23-04-2026,PLACED,EU-W
ORD00114,CUST0464,2025-08-02 02:49:43,CANCELLED,US-W
ORD00115,CUST0430,2025-11-02 05:49:43,CANCELLED,US-E
ORD00116,CUST0392,2025-12-31 03:56:43,SHIPPED,EU-W
ORD00117,CUST0055,2026-01-29 03:18:43,PLACED,US-E
ORD00118,CUST0021,2025-04-02 12:44:43,DELIVERED,APAC-S
ORD00119,CUST0506,2025-04-28 03:20:43,RETURNED,APAC-N
ORD00120,,2025-11-23 16:41:43,SHIPPED,US-W
ORD00121,CUST0009,2026-04-12 10:34:43,RETURNED,EU-W
ORD00122,,2026-06-23 08:38:43,DELIVERED,US-E
ORD00123,CUST0275,2026-02-08 13:16:43,SHIPPED,APAC-S
ORD00124,CUST0430,2025-12-31 15:50:43,DELIVERED,APAC-S
ORD00125,CUST0259,2025-11-14 04:40:43,DELIVERED,APAC-S
ORD00126,CUST0486,2025-10-22 06:32:43,RETURNED,APAC-S
ORD00127,CUST0513,2025-06-06 10:28:43,RETURNED,US-W
ORD00128,CUST0353,2025-04-18 01:39:43,CANCELLED,US-E
ORD00129,CUST0019,2025-03-03 10:30:43,DELIVERED,US-W
ORD00130,CUST0418,2025-06-26 13:54:43,CANCELLED,APAC-S
ORD00131,CUST0224,2026-04-01 12:08:43,DELIVERED,EU-W
ORD00132,CUST0134,2025-12-30 05:13:43,PLACED,APAC-N
ORD00133,CUST0456,2025-07-04 08:12:43,SHIPPED,US-E
ORD00134,CUST0448,2026-01-20 19:03:43,RETURNED,US-E
ORD00135,,2025-08-27 02:41:43,SHIPPED,US-W
ORD00136,CUST0351,2026-06-09 22:05:43,RETURNED,APAC-N
ORD00137,CUST0150,2025-12-04 10:25:43,SHIPPED,APAC-S
ORD00138,CUST0392,2025-09-12 16:02:43,DELIVERED,EU-W
ORD00139,CUST0491,2025-03-20 10:57:43,SHIPPED,US-E
ORD00140,,2025-02-22 14:13:43,PLACED,EU-W
ORD00141,,2026-01-31 01:30:43,DELIVERED,EU-W
ORD00142,CUST0086,2025-06-16 03:52:43,SHIPPED,EU-W
ORD00143,,2026-06-08 18:15:43,DELIVERED,APAC-S
ORD00144,CUST0245,2026-03-11 04:48:43,PLACED,US-E
ORD00145,CUST0508,2025-08-14 18:26:43,PLACED,APAC-S
ORD00146,CUST0443,2025-11-21 12:29:43,PLACED,APAC-S
ORD00147,CUST0255,2026-04-20 00:27:43,RETURNED,EU-W
ORD00148,CUST0257,18-09-2025,DELIVERED,US-E
ORD00149,CUST0256,2026-04-21 03:33:43,CANCELLED,EU-W
ORD00150,CUST0014,2025-09-12 18:48:43,SHIPPED,US-W
ORD00151,CUST0021,2025-04-26 12:44:43,DELIVERED,APAC-S
ORD00152,,2025-11-24 02:11:43,PLACED,US-E
ORD00153,CUST0506,2025-05-28 13:51:43,RETURNED,EU-W
ORD00154,CUST0368,2025-08-26 06:39:43,SHIPPED,APAC-S
ORD00155,CUST0262,2025-02-25 20:16:43,PLACED,EU-W
ORD00156,CUST0196,2026-02-20 18:51:43,DELIVERED,APAC-S
ORD00157,CUST0046,2025-12-26 10:47:43,PLACED,EU-W
ORD00158,CUST0505,2025-08-11 12:53:43,RETURNED,US-E
ORD00159,CUST0039,2025-05-06 02:42:43,CANCELLED,EU-W
ORD00160,CUST0003,2026-01-20 07:53:43,CANCELLED,APAC-S
ORD00161,CUST0413,2026-02-22 19:36:43,CANCELLED,US-W
ORD00162,CUST0063,2026-06-03 08:30:43,DELIVERED,US-E
ORD00163,,2026-04-04 15:30:43,RETURNED,EU-W
ORD00164,CUST0086,2025-05-18 22:51:43,SHIPPED,APAC-N
ORD00165,CUST0059,2025-03-07 05:37:43,DELIVERED,APAC-N
ORD00166,CUST0272,2025-10-21 23:07:43,DELIVERED,APAC-S
ORD00167,CUST0229,27-07-2025,SHIPPED,EU-W
ORD00168,CUST0447,2026-03-08 07:01:43,DELIVERED,US-W
ORD00169,CUST0390,2025-05-18 11:39:43,RETURNED,EU-W
ORD00170,CUST0247,2025-04-01 05:35:43,CANCELLED,APAC-N
ORD00171,,2026-06-26 15:42:43,SHIPPED,EU-W
ORD00172,CUST0360,2025-08-14 18:16:43,CANCELLED,EU-W
ORD00173,CUST0409,2025-04-09 18:48:43,PLACED,APAC-N
ORD00174,CUST0384,2025-07-19 10:49:43,RETURNED,US-W
ORD00175,CUST0175,2025-07-07 12:42:43,RETURNED,US-E
ORD00176,CUST0369,2026-01-03 12:22:43,RETURNED,APAC-N
ORD00177,CUST0375,2025-08-06 18:42:43,CANCELLED,US-E
ORD00178,CUST0513,2025-07-24 05:10:43,CANCELLED,APAC-N
ORD00179,CUST0064,2025-12-11 00:36:43,DELIVERED,APAC-S
ORD00180,CUST0087,2025-07-18 05:54:43,CANCELLED,US-E
ORD00181,CUST0447,2026-06-01 17:16:43,RETURNED,US-E
ORD00182,CUST0415,2025-07-22 12:27:43,PLACED,EU-W
ORD00183,CUST0420,2026-07-02 03:52:43,SHIPPED,APAC-N
ORD00184,CUST0028,2026-05-11 15:26:43,SHIPPED,APAC-S
ORD00185,CUST0162,2026-03-21 02:01:43,RETURNED,APAC-S
ORD00186,CUST0410,2025-11-24 19:47:43,CANCELLED,US-W
ORD00187,CUST0432,2026-01-06 02:33:43,CANCELLED,US-W
ORD00188,,2025-10-18 23:28:43,PLACED,US-E
ORD00189,CUST0068,2025-09-03 05:25:43,CANCELLED,US-E
ORD00190,CUST0397,2026-05-25 06:38:43,DELIVERED,US-W
ORD00191,CUST0084,2025-08-20 10:17:43,CANCELLED,APAC-S
ORD00192,,2026-07-06 09:20:43,RETURNED,US-W
ORD00193,CUST0360,2026-05-26 15:29:43,PLACED,APAC-N
ORD00194,CUST0070,2026-05-29 02:18:43,PLACED,APAC-N
ORD00195,CUST0513,2026-05-15 11:01:43,DELIVERED,US-E
ORD00196,CUST0231,2025-10-15 20:58:43,PLACED,APAC-S
ORD00197,CUST0322,2025-12-12 22:18:43,SHIPPED,APAC-S
ORD00198,CUST0427,2026-01-29 06:14:43,DELIVERED,EU-W
ORD00199,CUST0236,2026-07-04 16:51:43,DELIVERED,US-E
ORD00200,CUST0160,2025-04-22 18:02:43,CANCELLED,US-E
ORD00201,CUST0152,2026-06-23 21:55:43,RETURNED,EU-W
ORD00202,CUST0430,2025-04-06 21:47:43,SHIPPED,US-W
ORD00203,CUST0038,2025-12-18 22:03:43,PLACED,US-W
ORD00204,CUST0217,2025-11-10 20:47:43,SHIPPED,US-W
ORD00205,CUST0257,2025-04-17 13:55:43,CANCELLED,APAC-S
ORD00206,CUST0443,2025-05-11 19:15:43,RETURNED,US-E
ORD00207,CUST0046,17-05-2026,CANCELLED,US-E
ORD00208,,2025-07-28 22:13:43,CANCELLED,APAC-S
ORD00209,CUST0075,2025-12-01 13:04:43,PLACED,US-W
ORD00210,CUST0011,2025-06-28 06:34:43,SHIPPED,EU-W
ORD00211,CUST0490,2026-01-10 07:05:43,PLACED,US-W
ORD00212,CUST0323,2025-08-07 16:06:43,CANCELLED,APAC-S
ORD00213,CUST0061,2025-10-29 23:15:43,PLACED,US-W
ORD00214,CUST0227,2025-12-24 03:13:43,DELIVERED,US-W
ORD00215,CUST0050,2026-02-26 02:03:43,CANCELLED,EU-W
ORD00216,CUST0312,2025-03-31 19:22:43,SHIPPED,US-E
ORD00217,CUST0286,2025-11-20 12:00:43,PLACED,APAC-S
ORD00218,CUST0095,2025-10-05 11:29:43,CANCELLED,APAC-N
ORD00219,CUST0306,2025-07-02 17:01:43,SHIPPED,APAC-N
ORD00220,CUST0475,2025-05-25 06:55:43,SHIPPED,US-W
ORD00221,CUST0116,2026-01-08 01:26:43,CANCELLED,APAC-S
ORD00222,CUST0458,2026-03-11 03:40:43,CANCELLED,APAC-S
ORD00223,CUST0406,2025-12-10 11:58:43,RETURNED,APAC-N
ORD00224,CUST0184,2025-07-12 04:10:43,DELIVERED,APAC-N
ORD00225,CUST0358,2025-09-05 04:29:43,PLACED,APAC-S
ORD00226,CUST0288,2026-01-21 08:22:43,SHIPPED,US-W
ORD00227,CUST0225,2025-05-11 00:10:43,PLACED,US-E
ORD00228,CUST0378,2025-11-13 13:15:43,CANCELLED,APAC-S
ORD00229,CUST0111,2026-05-04 14:37:43,SHIPPED,APAC-S
ORD00230,CUST0280,2025-09-21 00:52:43,RETURNED,APAC-S
ORD00231,CUST0405,2025-12-11 16:38:43,SHIPPED,US-E
ORD00232,,2025-10-08 04:59:43,DELIVERED,APAC-S
ORD00233,,2026-03-09 10:35:43,SHIPPED,EU-W
ORD00234,CUST0272,2026-01-23 09:57:43,SHIPPED,APAC-N
ORD00235,CUST0143,2025-04-15 19:02:43,PLACED,US-W
ORD00236,CUST0177,2025-10-30 19:22:43,SHIPPED,EU-W
ORD00237,CUST0244,2025-08-12 04:23:43,RETURNED,EU-W
ORD00238,CUST0398,2026-01-11 14:53:43,CANCELLED,APAC-S
ORD00239,CUST0145,2025-09-26 14:34:43,CANCELLED,US-E
ORD00240,CUST0059,2026-04-29 10:11:43,CANCELLED,US-W
ORD00241,CUST0034,2025-06-11 00:57:43,DELIVERED,US-E
ORD00242,CUST0174,01-08-2025,SHIPPED,APAC-S
ORD00243,CUST0242,2026-02-14 22:56:43,DELIVERED,EU-W
ORD00244,CUST0396,2026-05-24 09:00:43,PLACED,US-W
ORD00245,CUST0027,2025-03-12 12:09:43,SHIPPED,APAC-N
ORD00246,CUST0327,2025-04-09 20:46:43,CANCELLED,APAC-N
ORD00247,CUST0228,22-02-2026,CANCELLED,US-E
ORD00248,CUST0280,2026-04-12 19:13:43,DELIVERED,EU-W
ORD00249,CUST0404,2025-07-23 20:34:43,SHIPPED,US-W
ORD00250,CUST0286,16-04-2026,RETURNED,US-E
ORD00251,CUST0464,2026-06-06 14:17:43,PLACED,APAC-N
ORD00252,,2025-09-05 17:46:43,SHIPPED,US-E
ORD00253,CUST0503,2025-04-07 04:07:43,RETURNED,US-W
ORD00254,CUST0293,2025-05-10 12:42:43,DELIVERED,APAC-N
ORD00255,CUST0374,2025-10-12 22:48:43,DELIVERED,APAC-N
ORD00256,CUST0219,2025-03-25 03:01:43,RETURNED,US-W
ORD00257,CUST0407,2025-08-16 23:02:43,DELIVERED,US-W
ORD00258,CUST0062,12-05-2025,RETURNED,APAC-S
ORD00259,CUST0003,2026-06-29 02:08:43,SHIPPED,US-W
ORD00260,CUST0438,2026-04-21 19:13:43,PLACED,APAC-S
ORD00261,,2026-04-20 13:35:43,RETURNED,US-E
ORD00262,CUST0194,2026-06-15 15:48:43,RETURNED,APAC-S
ORD00263,CUST0281,2026-06-09 05:38:43,RETURNED,US-E
ORD00264,CUST0454,2026-01-11 06:14:43,SHIPPED,US-W
ORD00265,CUST0136,2025-12-21 09:01:43,SHIPPED,APAC-N
ORD00266,CUST0043,2025-05-07 21:21:43,RETURNED,EU-W
ORD00267,CUST0174,2025-12-26 20:39:43,CANCELLED,APAC-N
ORD00268,CUST0080,2025-04-01 05:09:43,RETURNED,US-W
ORD00269,CUST0533,2025-03-06 22:45:43,DELIVERED,APAC-S
ORD00270,CUST0368,2025-06-19 10:06:43,RETURNED,EU-W
ORD00271,CUST0182,2026-02-14 19:30:43,DELIVERED,EU-W
ORD00272,CUST0484,03-03-2025,PLACED,APAC-S
ORD00273,CUST0155,2025-05-22 05:35:43,CANCELLED,US-W
ORD00274,CUST0011,2025-11-13 04:36:43,CANCELLED,EU-W
ORD00275,CUST0242,2025-11-21 22:13:43,RETURNED,EU-W
ORD00276,CUST0446,2025-02-23 06:53:43,RETURNED,US-W
ORD00277,CUST0096,2025-10-29 03:28:43,PLACED,EU-W
ORD00278,CUST0507,2026-01-04 06:18:43,RETURNED,APAC-S
ORD00279,CUST0081,2026-04-16 00:32:43,DELIVERED,APAC-S
ORD00280,CUST0068,2025-08-12 09:02:43,RETURNED,APAC-N
ORD00281,CUST0542,2025-08-27 16:40:43,DELIVERED,US-E
ORD00282,CUST0445,2025-12-24 01:06:43,DELIVERED,EU-W
ORD00283,CUST0366,2026-07-02 12:27:43,CANCELLED,EU-W
ORD00284,CUST0419,2026-02-13 09:24:43,RETURNED,APAC-S
ORD00285,CUST0163,2025-08-22 18:00:43,CANCELLED,APAC-S
ORD00286,CUST0292,2025-09-23 23:48:43,DELIVERED,EU-W
ORD00287,CUST0380,2025-10-23 18:59:43,PLACED,EU-W
ORD00288,CUST0342,2025-08-01 21:55:43,PLACED,APAC-N
ORD00289,CUST0141,2026-05-31 05:19:43,CANCELLED,US-E
ORD00290,,2026-01-06 21:57:43,RETURNED,APAC-N
ORD00291,CUST0387,2025-09-16 18:37:43,PLACED,EU-W
ORD00292,CUST0425,2026-06-15 23:21:43,DELIVERED,US-W
ORD00293,CUST0310,2026-05-11 00:19:43,SHIPPED,EU-W
ORD00294,CUST0278,2025-05-04 09:21:43,PLACED,EU-W
ORD00295,CUST0507,2025-09-04 01:16:43,CANCELLED,EU-W
ORD00296,CUST0420,2026-01-27 13:01:43,CANCELLED,APAC-N
ORD00297,CUST0532,2025-04-27 07:55:43,PLACED,APAC-N
ORD00298,CUST0386,2026-06-09 06:31:43,SHIPPED,US-W
ORD00299,CUST0369,2025-08-31 00:42:43,SHIPPED,US-W
ORD00300,CUST0493,2025-10-16 12:46:43,CANCELLED,APAC-N
ORD00301,CUST0343,2026-05-10 19:09:43,CANCELLED,US-W
ORD00302,CUST0143,2026-04-20 11:02:43,SHIPPED,US-E
ORD00303,CUST0263,2025-05-03 00:19:43,SHIPPED,APAC-N
ORD00304,CUST0215,2025-08-10 03:59:43,SHIPPED,US-W
ORD00305,,2025-02-24 03:40:43,SHIPPED,US-E
ORD00306,CUST0079,2025-12-29 23:08:43,PLACED,EU-W
ORD00307,CUST0548,2025-06-03 12:41:43,RETURNED,US-E
ORD00308,CUST0136,11-09-2025,RETURNED,US-W
ORD00309,CUST0375,2026-03-23 14:24:43,SHIPPED,EU-W
ORD00310,CUST0470,2025-11-29 09:56:43,SHIPPED,US-W
ORD00311,CUST0472,20-03-2026,CANCELLED,APAC-S
ORD00312,,2025-06-01 15:49:43,PLACED,US-W
ORD00313,CUST0325,2025-03-17 11:03:43,RETURNED,APAC-S
ORD00314,CUST0134,2025-12-15 21:11:43,DELIVERED,APAC-N
ORD00315,CUST0031,2026-02-25 01:59:43,DELIVERED,APAC-S
ORD00316,CUST0431,2025-10-12 16:19:43,SHIPPED,APAC-S
ORD00317,CUST0406,2025-12-26 02:19:43,CANCELLED,US-E
ORD00318,CUST0051,2025-06-21 06:01:43,CANCELLED,US-E
ORD00319,CUST0273,2026-04-12 10:38:43,DELIVERED,US-W
ORD00320,CUST0097,2025-06-14 04:40:43,RETURNED,APAC-N
ORD00321,CUST0526,01-03-2026,CANCELLED,APAC-S
ORD00322,CUST0349,2025-04-21 08:48:43,PLACED,APAC-N
ORD00323,CUST0312,2025-09-24 21:52:43,PLACED,US-E
ORD00324,CUST0435,2025-09-02 21:43:43,RETURNED,US-E
ORD00325,CUST0454,2025-06-07 05:27:43,SHIPPED,US-E
ORD00326,CUST0534,2025-03-11 11:25:43,PLACED,US-W
ORD00327,CUST0022,2026-01-12 10:03:43,CANCELLED,APAC-S
ORD00328,CUST0483,2026-06-06 02:55:43,RETURNED,APAC-N
ORD00329,CUST0206,2025-12-31 09:34:43,PLACED,EU-W
ORD00330,CUST0106,2026-05-23 13:12:43,CANCELLED,APAC-N
ORD00331,CUST0178,2026-03-21 00:36:43,SHIPPED,US-W
ORD00332,CUST0294,2025-10-04 13:28:43,RETURNED,EU-W
ORD00333,CUST0151,2025-12-06 08:40:43,SHIPPED,APAC-S
ORD00334,CUST0256,2025-12-22 05:13:43,PLACED,APAC-S
ORD00335,CUST0292,2026-06-25 10:07:43,DELIVERED,US-E
ORD00336,CUST0117,2026-01-28 02:33:43,SHIPPED,US-W
ORD00337,CUST0129,2025-11-23 21:13:43,DELIVERED,EU-W
ORD00338,,2025-11-22 05:30:43,SHIPPED,US-W
ORD00339,CUST0032,2026-06-09 13:06:43,PLACED,US-W
ORD00340,CUST0376,2025-05-19 02:40:43,RETURNED,US-E
ORD00341,CUST0312,2025-03-31 13:24:43,SHIPPED,US-E
ORD00342,CUST0389,2025-08-23 12:03:43,RETURNED,APAC-S
ORD00343,CUST0367,2025-06-16 05:55:43,PLACED,US-W
ORD00344,CUST0421,2025-04-13 18:51:43,PLACED,EU-W
ORD00345,CUST0269,2025-06-01 01:15:43,SHIPPED,APAC-N
ORD00346,CUST0338,2026-01-19 05:47:43,RETURNED,US-W
ORD00347,CUST0430,30-10-2025,PLACED,EU-W
ORD00348,CUST0406,2025-07-26 07:00:43,CANCELLED,US-E
ORD00349,CUST0186,2025-08-18 13:16:43,PLACED,APAC-S
ORD00350,CUST0014,2026-04-11 23:48:43,PLACED,US-E
ORD00351,CUST0478,05-05-2025,RETURNED,APAC-S
ORD00352,CUST0114,2026-03-08 19:18:43,DELIVERED,APAC-S
ORD00353,CUST0300,2025-05-28 14:36:43,SHIPPED,US-E
ORD00354,CUST0272,2025-11-26 10:36:43,DELIVERED,APAC-S
ORD00355,CUST0132,2025-02-28 02:22:43,PLACED,APAC-S
ORD00356,,2026-04-23 08:07:43,DELIVERED,EU-W
ORD00357,CUST0410,2026-01-31 04:30:43,RETURNED,EU-W
ORD00358,CUST0248,2025-05-28 23:22:43,PLACED,APAC-S
ORD00359,CUST0462,2025-08-01 07:42:43,DELIVERED,US-W
ORD00360,CUST0264,2025-06-17 20:10:43,DELIVERED,APAC-S
ORD00361,CUST0298,2025-06-15 00:56:43,CANCELLED,APAC-S
ORD00362,CUST0491,2026-02-08 01:47:43,DELIVERED,EU-W
ORD00363,CUST0480,2025-11-27 04:00:43,DELIVERED,US-W
ORD00364,CUST0013,2026-02-23 16:45:43,CANCELLED,APAC-N
ORD00365,CUST0322,2025-03-03 10:21:43,CANCELLED,APAC-N
ORD00366,CUST0262,2026-01-27 07:58:43,CANCELLED,EU-W
ORD00367,,2025-06-29 05:04:43,RETURNED,US-W
ORD00368,CUST0331,2026-06-07 12:13:43,PLACED,APAC-N
ORD00369,CUST0529,2025-02-22 04:32:43,SHIPPED,US-W
ORD00370,CUST0031,2026-03-18 08:01:43,DELIVERED,US-E
ORD00371,CUST0416,2025-06-16 10:18:43,SHIPPED,US-E
ORD00372,CUST0009,2025-08-05 22:46:43,PLACED,US-E
ORD00373,CUST0126,2026-02-01 22:34:43,PLACED,US-W
ORD00374,CUST0497,2026-02-28 06:15:43,PLACED,US-E
ORD00375,CUST0045,2026-01-26 01:16:43,PLACED,US-E
ORD00376,CUST0464,2025-04-30 12:04:43,CANCELLED,EU-W
ORD00377,CUST0260,2026-06-19 18:54:43,CANCELLED,US-E
ORD00378,CUST0063,2025-12-13 12:55:43,RETURNED,US-E
ORD00379,CUST0180,2025-11-20 13:54:43,DELIVERED,EU-W
ORD00380,CUST0474,2025-06-06 00:24:43,PLACED,APAC-N
ORD00381,CUST0046,2026-02-16 09:02:43,CANCELLED,US-E
ORD00382,CUST0479,2026-06-24 15:13:43,RETURNED,US-W
ORD00383,CUST0523,2026-04-06 09:45:43,PLACED,EU-W
ORD00384,CUST0389,28-11-2025,RETURNED,APAC-N
ORD00385,CUST0029,2025-04-04 22:55:43,CANCELLED,EU-W
ORD00386,CUST0229,2025-06-10 15:59:43,SHIPPED,APAC-N
ORD00387,CUST0393,2025-08-15 10:18:43,SHIPPED,EU-W
ORD00388,CUST0046,2025-12-20 18:01:43,PLACED,APAC-N
ORD00389,CUST0007,2025-03-07 08:57:43,CANCELLED,EU-W
ORD00390,CUST0462,2025-10-29 18:27:43,SHIPPED,US-W
ORD00391,CUST0255,25-04-2025,CANCELLED,APAC-S
