item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00497,ORD00248,PROD0134,3,411.0,0.0
ITEM00530,ORD00264,PROD0327,1,665.07,0.0
ITEM00468,ORD00233,PROD0216,3,35.54,0.0
ITEM01068,ORD00532,PROD0293,4,149.98,0.0
ITEM01005,ORD00501,PROD0413,4,256.74,2.1
ITEM00647,ORD00322,PROD0296,3,8.16,0.0
ITEM00567,ORD00283,PROD0236,4,503.93,0.0
ITEM00967,ORD00482,PROD0418,3,360.07,0.0
ITEM01311,ORD00647,PROD0175,4,603.18,7.0
ITEM00837,ORD00415,PROD0355,4,514.58,0.0
ITEM00438,ORD00220,PROD0237,4,453.34,0.5
ITEM01265,ORD00627,PROD0028,1,436.24,0.0
ITEM01278,ORD00633,PROD0379,5,405.15,0.0
ITEM01135,ORD00564,PROD0034,2,148.47,0.0
ITEM00147,ORD00075,PROD0326,-1,53.41,0.0
ITEM00435,ORD00218,PROD0193,3,346.17,0.0
ITEM00798,ORD00397,PROD0267,1,326.42,0.0
ITEM00065,ORD00031,PROD0335,4,175.47,0.0
ITEM00758,ORD00379,PROD0187,4,33.29,1.7
ITEM00559,ORD00279,PROD0007,2,505.23,7.2
ITEM00892,ORD00440,PROD0335,5,165.29,0.0
ITEM00991,ORD00495,PROD0040,4,121.46,0.0
ITEM00744,ORD00372,PROD0405,4,300.4,3.2
ITEM00052,ORD00026,PROD0125,3,431.7,0.0
ITEM00973,ORD00486,PROD0349,2,559.56,0.0
ITEM01210,ORD00599,PROD0328,2,268.44,13.4
ITEM00867,ORD00430,PROD0128,2,570.63,2.8
ITEM01094,ORD00545,PROD0191,2,558.39,0.0
ITEM01144,ORD00569,PROD0102,2,434.02,12.8
ITEM01098,ORD00547,PROD0462,4,653.64,14.4
ITEM00739,ORD00368,PROD0099,1,445.66,0.0
ITEM00192,ORD00098,PROD0001,4,176.62,0.0
ITEM00351,ORD00176,PROD0450,2,306.58,9.6
ITEM01108,ORD00552,PROD0518,1,605.83,18.3
ITEM00118,ORD00059,PROD0134,4,418.93,16.6
ITEM00299,ORD00150,PROD0220,2,284.45,0.0
ITEM01284,ORD00636,PROD0240,2,220.9,0.0
ITEM01016,ORD00505,PROD0044,2,247.64,0.0
ITEM00133,ORD00067,PROD0028,5,429.19,0.0
ITEM00097,ORD00048,PROD0018,3,292.0,0.0
ITEM00534,ORD00267,PROD0267,2,313.93,0.0
ITEM00974,ORD00486,PROD0293,2,154.93,11.6
ITEM00412,ORD00205,PROD0184,3,513.29,0.0
ITEM00458,ORD00230,PROD0013,1,520.52,15.4
ITEM01197,ORD00593,PROD0048,4,189.76,0.0
ITEM00416,ORD00207,PROD0120,1,328.14,0.0
ITEM00296,ORD00149,PROD0238,2,639.96,10.4
ITEM01128,ORD00561,PROD0502,5,229.96,0.0
ITEM00245,ORD00122,PROD0408,5,183.82,0.0
ITEM00236,ORD00117,PROD0173,1,231.31,0.4
ITEM00585,ORD00293,PROD0362,2,340.32,0.0
ITEM00107,ORD00053,PROD0206,2,433.24,0.0
ITEM00259,ORD00128,PROD0499,1,550.4,6.4
ITEM00692,ORD00347,PROD0258,4,381.8,11.2
ITEM01287,ORD00637,PROD0516,5,49.15,0.0
ITEM00891,ORD00440,PROD0168,2,9.55,6.5
ITEM00899,ORD00444,PROD0015,4,519.72,10.5
ITEM00336,ORD00168,PROD0298,2,212.47,2.5
ITEM00668,ORD00335,PROD0123,-3,269.85,0.0
ITEM00562,ORD00281,PROD0377,5,636.48,0.5
ITEM00743,ORD00371,PROD0084,2,69.39,0.0
ITEM00946,ORD00471,PROD0226,1,113.96,0.0
ITEM01304,ORD00644,PROD0265,3,194.99,0.0
ITEM00613,ORD00305,PROD0215,1,498.79,0.0
ITEM01107,ORD00552,PROD0154,1,563.32,0.0
ITEM00089,ORD00044,PROD0488,3,99.02,0.0
ITEM00933,ORD00463,PROD0028,1,449.34,14.2
ITEM00177,ORD00091,PROD0137,3,437.48,0.0
ITEM01227,ORD00609,PROD0186,2,417.49,9.7
ITEM01292,ORD00639,PROD0110,2,380.09,0.0
ITEM01114,ORD00555,PROD0020,1,190.03,18.0
ITEM00612,ORD00305,PROD0033,2,501.31,1.5
ITEM00509,ORD00254,PROD0325,3,226.2,0.0
ITEM01064,ORD00530,PROD0245,1,62.38,1.6
ITEM00749,ORD00375,PROD0023,1,478.65,16.1
ITEM01106,ORD00551,PROD0327,1,640.84,0.0
ITEM00756,ORD00378,PROD0361,2,588.79,0.0
ITEM01081,ORD00537,PROD0299,5,21.51,13.4
ITEM00569,ORD00285,PROD0436,1,212.62,17.8
ITEM00539,ORD00268,PROD0046,2,356.02,0.0
ITEM00056,ORD00027,PROD0316,4,291.6,15.8
ITEM00423,ORD00210,PROD0482,5,247.08,0.0
ITEM01234,ORD00613,PROD0276,5,593.77,0.0
ITEM00226,ORD00113,PROD0069,1,358.96,0.0
ITEM00593,ORD00296,PROD0349,2,520.68,0.0
ITEM00956,ORD00475,PROD0124,5,289.13,0.0
ITEM01147,ORD00570,PROD0084,5,72.67,0.0
ITEM00544,ORD00272,PROD0125,3,485.71,14.1
ITEM00492,ORD00246,PROD0371,4,230.31,0.0
ITEM01189,ORD00590,PROD0396,2,176.8,7.8
ITEM00131,ORD00065,PROD0202,3,497.37,0.0
ITEM01148,ORD00571,PROD0331,4,320.11,0.0
ITEM00994,ORD00496,PROD0006,2,219.32,13.5
ITEM00827,ORD00409,PROD0246,2,179.93,19.4
ITEM00490,ORD00245,PROD0127,1,45.11,13.2
ITEM00135,ORD00067,PROD0268,5,658.38,8.9
ITEM01280,ORD00634,PROD0432,1,632.32,18.1
ITEM00425,ORD00212,PROD0125,3,433.82,13.8
ITEM01022,ORD00507,PROD0290,3,89.34,5.6
ITEM01058,ORD00526,PROD0215,5,528.01,10.8
ITEM00279,ORD00140,PROD0472,2,51.07,0.0
ITEM01246,ORD00618,PROD0128,5,577.45,17.2
ITEM00162,ORD00082,PROD0131,5,435.37,0.0
ITEM00712,ORD00357,PROD0507,5,588.98,2.4
ITEM00577,ORD00288,PROD0063,4,512.5,8.5
ITEM01181,ORD00585,PROD0470,1,8.59,0.0
ITEM01015,ORD00505,PROD0188,2,534.14,0.0
ITEM00154,ORD00079,PROD0410,3,162.01,0.0
ITEM00945,ORD00470,PROD0143,5,332.48,2.2
ITEM00077,ORD00038,PROD0078,3,49.6,0.0
ITEM01174,ORD00581,PROD0041,1,640.9,0.0
ITEM01149,ORD00571,PROD0367,1,118.96,0.0
ITEM00269,ORD00134,PROD0362,4,304.54,0.1
ITEM01095,ORD00546,PROD0092,4,644.73,16.4
ITEM00474,ORD00236,PROD0087,1,560.6,0.0
ITEM00367,ORD00183,PROD0480,5,428.63,19.7
ITEM00194,ORD00099,PROD0267,2,298.36,0.0
ITEM00441,ORD00221,PROD0099,2,448.69,3.3
ITEM01013,ORD00504,PROD0236,2,545.79,6.1
ITEM00020,ORD00010,PROD0045,2,310.08,15.6
ITEM00519,ORD00259,PROD0450,1,277.92,0.0
ITEM00552,ORD00276,PROD0354,4,558.28,15.1
ITEM00905,ORD00448,PROD0025,3,449.39,0.0
ITEM00392,ORD00195,PROD0034,3,157.15,0.0
ITEM00216,ORD00109,PROD0175,3,660.33,0.3
ITEM00013,ORD00005,PROD0135,3,483.43,0.0
ITEM01255,ORD00623,PROD0146,3,26.15,0.0
ITEM00175,ORD00090,PROD0516,5,45.14,0.0
ITEM01011,ORD00503,PROD0348,5,578.59,0.0
ITEM00731,ORD00365,PROD0352,3,210.63,12.8
ITEM00172,ORD00088,PROD0141,5,9.78,0.5
ITEM00206,ORD00104,PROD0042,1,90.35,0.0
ITEM00447,ORD00224,PROD0366,4,250.2,0.0
ITEM00540,ORD00269,PROD0258,3,406.47,0.0
ITEM00214,ORD00107,PROD0063,5,436.83,0.0
ITEM00081,ORD00039,PROD0493,4,462.35,0.0
ITEM00550,ORD00275,PROD0132,1,657.58,0.0
ITEM01126,ORD00560,PROD0049,4,293.06,0.0
ITEM01159,ORD00575,PROD0368,2,497.4,0.0
ITEM00125,ORD00062,PROD0331,4,280.8,0.0
ITEM01012,ORD00504,PROD0450,1,310.86,0.0
ITEM00607,ORD00302,PROD0412,2,428.44,0.0
ITEM00979,ORD00488,PROD0424,1,508.32,10.3
ITEM00119,ORD00059,PROD0041,1,572.68,0.0
ITEM01214,ORD00602,PROD0490,2,30.66,0.0
ITEM00080,ORD00039,PROD0394,5,525.8,7.2
ITEM00627,ORD00314,PROD0118,3,254.17,0.0
ITEM00376,ORD00186,PROD0105,5,350.0,0.0
ITEM00522,ORD00261,PROD0008,2,476.46,5.1
ITEM01186,ORD00588,PROD0027,2,277.02,10.9
ITEM00619,ORD00308,PROD0097,5,338.09,0.0
ITEM00486,ORD00243,PROD0124,5,302.98,0.0
ITEM01039,ORD00517,PROD0026,5,236.86,7.3
ITEM00354,ORD00177,PROD0068,3,273.08,0.0
ITEM00057,ORD00028,PROD0510,4,601.16,0.0
ITEM00972,ORD00486,PROD0311,3,542.59,0.0
ITEM00180,ORD00092,PROD0221,2,385.8,10.1
ITEM00686,ORD00344,PROD0365,3,147.54,1.3
ITEM01188,ORD00589,PROD0273,2,570.52,0.0
ITEM00290,ORD00145,PROD0357,5,292.69,5.8
ITEM00350,ORD00175,PROD0062,5,557.11,11.4
ITEM01158,ORD00574,PROD0472,4,55.83,0.0
ITEM00928,ORD00461,PROD0477,5,386.05,0.0
ITEM01153,ORD00573,PROD0064,3,131.78,1.0
ITEM00695,ORD00348,PROD0066,4,403.14,0.0
ITEM00446,ORD00223,PROD0015,2,569.42,19.7
ITEM00120,ORD00060,PROD0268,1,621.29,16.9
ITEM01063,ORD00529,PROD0126,2,330.89,5.7
ITEM00571,ORD00285,PROD0500,2,338.07,7.9
ITEM00855,ORD00425,PROD0379,5,354.41,0.0
ITEM01218,ORD00605,PROD0003,2,307.99,0.0
ITEM00322,ORD00162,PROD0192,4,81.16,16.5
ITEM00379,ORD00189,PROD0218,4,530.2,0.0
ITEM00603,ORD00300,PROD0469,4,36.35,1.4
ITEM00523,ORD00261,PROD0158,3,498.09,0.4
ITEM00894,ORD00441,PROD0421,2,53.58,0.0
ITEM00861,ORD00428,PROD0014,5,194.32,0.0
ITEM01019,ORD00506,PROD0294,1,136.55,0.0
ITEM00409,ORD00204,PROD0375,3,581.25,0.0
ITEM00208,ORD00105,PROD0053,2,225.48,1.3
ITEM00783,ORD00390,PROD0509,2,668.92,3.0
ITEM00616,ORD00306,PROD0073,5,260.02,4.5
ITEM00187,ORD00095,PROD0334,5,63.13,4.4
ITEM00026,ORD00012,PROD0336,2,293.84,10.2
ITEM00193,ORD00098,PROD0114,5,544.81,0.0
ITEM00028,ORD00013,PROD0498,5,137.14,11.9
ITEM00114,ORD00056,PROD0137,4,364.52,19.7
ITEM00483,ORD00241,PROD0355,2,549.19,6.9
ITEM01020,ORD00506,PROD0509,3,582.99,12.0
ITEM01312,ORD00648,PROD0488,5,97.63,0.0
ITEM01213,ORD00601,PROD0117,5,576.61,6.3
ITEM00959,ORD00477,PROD0005,1,186.22,0.0
ITEM00281,ORD00141,PROD0171,4,548.69,1.5
ITEM01061,ORD00528,PROD0054,5,132.12,0.0
ITEM00950,ORD00473,PROD0223,3,457.9,6.9
ITEM00717,ORD00359,PROD0385,4,460.88,0.0
ITEM00907,ORD00450,PROD0380,4,125.38,0.0
ITEM00267,ORD00133,PROD0354,3,514.63,0.0
ITEM00324,ORD00163,PROD0442,3,142.55,7.2
ITEM00877,ORD00434,PROD0189,4,350.51,9.5
ITEM00404,ORD00202,PROD0178,2,664.89,0.0
ITEM00748,ORD00374,PROD0309,1,611.26,0.0
ITEM00403,ORD00202,PROD0171,2,619.01,0.0
ITEM00328,ORD00166,PROD0105,1,357.88,4.3
ITEM00661,ORD00332,PROD0515,1,89.51,12.5
ITEM01113,ORD00554,PROD0236,5,512.59,3.9
ITEM01010,ORD00503,PROD0014,2,202.25,0.0
ITEM01273,ORD00631,PROD0364,2,373.89,17.8
ITEM00870,ORD00432,PROD0192,3,73.16,14.3
ITEM01038,ORD00516,PROD0092,3,636.68,0.0
ITEM00292,ORD00146,PROD0507,2,534.31,6.2
ITEM00673,ORD00337,PROD0076,3,381.98,12.0
ITEM00096,ORD00047,PROD0289,1,245.84,12.0
ITEM01260,ORD00624,PROD0400,5,303.78,0.0
ITEM01088,ORD00541,PROD0227,5,34.76,0.0
ITEM01282,ORD00635,PROD0285,1,6.96,12.4
ITEM00803,ORD00398,PROD0230,1,79.48,17.5
ITEM00113,ORD00055,PROD0515,5,103.8,0.0
ITEM00735,ORD00366,PROD0220,5,269.21,0.0
ITEM00733,ORD00366,PROD0184,1,535.83,0.0
ITEM00464,ORD00232,PROD0117,2,624.65,7.0
ITEM00508,ORD00254,PROD0149,3,175.38,7.9
ITEM00348,ORD00174,PROD0212,5,619.91,0.0
ITEM00918,ORD00457,PROD0193,1,338.2,0.0
ITEM00380,ORD00189,PROD0313,3,421.48,0.0
ITEM00225,ORD00112,PROD0433,5,153.37,0.0
ITEM00875,ORD00433,PROD0420,4,256.82,5.8
ITEM00814,ORD00404,PROD0324,1,300.47,19.2
ITEM00402,ORD00201,PROD0351,4,325.32,17.1
ITEM01090,ORD00543,PROD0261,4,286.53,0.0
ITEM00055,ORD00027,PROD0479,2,440.43,0.0
ITEM00521,ORD00260,PROD0290,5,98.31,7.3
ITEM01069,ORD00532,PROD0293,4,140.85,12.7
ITEM00511,ORD00256,PROD0039,1,211.16,0.0
